transaction_number,T_date,transaction_type,Punk_Nr,T_from,T_to,amount
2007,2021-06-19,5,349,13,433,0
2008,2021-06-19,9,349,434,433,1570
2009,2021-05-04,6,349,435,13,0
2010,2021-05-04,1,349,436,435,0
2011,2021-05-04,5,349,13,436,0
2012,2021-05-03,6,349,374,13,0
2013,2021-05-03,1,349,1,374,0
2014,2021-03-07,1,349,4,1,0
2015,2021-03-05,1,349,5,4,0
2016,2021-02-04,1,349,6,5,0
2017,2017-06-23,4,349,8,6,0
2018,2022-03-17,1,350,6,12,0
2019,2017-06-23,4,350,8,6,0
2020,2022-03-17,1,351,6,12,0
2021,2017-06-23,4,351,8,6,0
2022,2021-08-28,6,352,65,13,0
2023,2021-08-28,1,352,66,65,0
2024,2021-08-28,1,352,67,66,0
2025,2021-08-07,1,352,66,67,0
2026,2021-07-31,9,352,437,66,68910
2027,2021-07-30,8,352,8,8,67763
2028,2021-03-31,1,352,438,437,0
2029,2021-02-25,1,352,437,438,0
2030,2021-02-25,9,352,23,437,42639
2031,2021-02-25,2,352,437,8,42926
2032,2021-02-25,3,352,437,8,44091
2033,2021-02-24,8,352,8,8,43606
2034,2021-02-18,8,352,8,8,95037
2035,2021-02-18,1,352,6,23,0
2036,2017-06-23,4,352,8,6,0
2037,2021-08-27,9,353,439,186,324064
2038,2021-08-04,8,353,8,8,267432
2039,2021-06-26,9,353,440,439,28187
2040,2021-06-26,2,353,439,8,25666
2041,2021-06-26,3,353,439,8,25300
2042,2021-06-18,8,353,8,8,37266
2043,2021-06-18,8,353,8,8,41400
2044,2021-06-13,7,353,8,8,0
2045,2021-06-13,8,353,8,8,37364
2046,2021-06-13,8,353,8,8,40149
2047,2021-06-12,8,353,8,8,43519
2048,2021-06-12,8,353,8,8,43512
2049,2021-06-12,9,353,441,440,34352
2050,2021-06-12,8,353,8,8,34352
2051,2021-04-01,9,353,442,441,28947
2052,2021-04-01,2,353,273,8,26825
2053,2021-04-01,3,353,273,8,26727
2054,2021-04-01,8,353,8,8,28842
2055,2021-04-01,3,353,443,8,25433
2056,2021-04-01,8,353,8,8,30176
2057,2021-04-01,8,353,8,8,30907
2058,2021-03-31,8,353,8,8,33613
2059,2021-03-31,5,353,13,442,0
2060,2021-03-31,9,353,444,442,31693
2061,2021-03-31,9,353,23,444,28942
2062,2021-03-30,6,353,445,13,0
2063,2021-03-30,1,353,23,445,0
2064,2021-03-28,2,353,446,8,18859
2065,2021-03-28,3,353,446,8,19120
2066,2021-03-28,2,353,446,8,17209
2067,2021-03-28,3,353,446,8,17209
2068,2021-03-27,8,353,8,8,33700
2069,2021-03-24,8,353,8,8,38427
2070,2021-02-25,8,353,8,8,49341
2071,2021-02-18,8,353,8,8,95037
2072,2021-02-18,1,353,6,23,0
2073,2017-06-23,4,353,8,6,0
2074,2022-07-13,2,354,447,8,9
2075,2022-06-21,3,354,447,8,10
2076,2022-03-17,1,354,6,12,0
2077,2021-12-31,3,354,448,8,4
2078,2021-12-23,3,354,449,8,4
2079,2017-06-23,4,354,8,6,0
2080,2022-01-18,2,355,450,8,239033
2081,2022-01-15,3,355,450,8,249154
2082,2021-06-29,2,355,451,8,133181
2083,2021-06-28,3,355,451,8,123580
2084,2021-03-03,2,355,452,8,56480
2085,2021-03-01,3,355,452,8,53903
2086,2021-03-01,3,355,453,8,46118
2087,2021-02-16,2,355,454,8,905
2088,2021-02-16,3,355,454,8,905
2089,2020-12-16,3,355,455,8,<0.01
2090,2018-11-29,3,355,456,8,88
2091,2017-12-29,8,355,8,8,658
2092,2017-12-29,1,355,26,225,0
2093,2017-07-31,7,355,8,8,0
2094,2017-07-28,2,355,408,8,143
2095,2017-07-26,3,355,408,8,152
2096,2017-07-26,8,355,8,8,201
2097,2017-07-24,2,355,408,8,169
2098,2017-07-24,8,355,8,8,291
2099,2017-07-24,3,355,408,8,169
2100,2017-07-24,9,355,6,26,135
2101,2017-07-24,8,355,8,8,135
2102,2017-07-07,3,355,10,8,58
2103,2017-07-04,2,355,17,8,78
2104,2017-07-04,3,355,17,8,78
2105,2017-07-03,3,355,408,8,80
2106,2017-06-25,2,355,9,8,14
2107,2017-06-25,3,355,9,8,14
2108,2017-06-23,4,355,8,6,0
2109,2022-03-17,1,356,6,12,0
2110,2017-06-23,4,356,8,6,0
2111,2022-03-17,1,357,6,12,0
2112,2017-06-23,4,357,8,6,0
2113,2021-03-05,1,358,5,4,0
2114,2021-02-04,1,358,6,5,0
2115,2017-06-23,4,358,8,6,0
2116,2022-03-17,1,359,6,12,0
2117,2017-06-23,4,359,8,6,0
2118,2021-03-05,1,360,5,4,0
2119,2021-02-04,1,360,6,5,0
2120,2020-05-31,2,360,457,8,120
2121,2020-05-20,3,360,457,8,106
2122,2017-06-23,4,360,8,6,0
2123,2022-03-17,1,361,6,12,0
2124,2017-06-23,4,361,8,6,0
2125,2017-06-23,4,362,8,6,0
2126,2022-03-17,1,363,6,12,0
2127,2021-12-23,2,363,458,8,406119
2128,2021-12-17,3,363,458,8,409489
2129,2021-04-12,2,363,385,8,1074
2130,2021-04-07,3,363,385,8,990
2131,2017-06-26,3,363,9,8,13
2132,2017-06-23,4,363,8,6,0
2133,2024-01-04,2,364,459,8,238680
2134,2024-01-03,3,364,459,8,256820
2135,2023-08-22,1,364,460,461,0
2136,2022-10-24,1,364,462,460,0
2137,2022-10-23,1,364,461,462,0
2138,2022-10-10,1,364,463,461,0
2139,2022-07-21,1,364,464,463,0
2140,2022-07-21,1,364,461,464,0
2141,2022-07-21,1,364,463,461,0
2142,2022-06-07,1,364,464,463,0
2143,2022-06-07,1,364,461,464,0
2144,2021-10-26,2,364,465,8,1.35M
2145,2021-10-26,9,364,357,461,1.52M
2146,2021-10-26,3,364,465,8,1.35M
2147,2021-10-24,8,364,8,8,1.47M
2148,2021-10-24,3,364,465,8,1.2M
2149,2021-10-24,3,364,34,8,1.09M
2150,2021-10-21,8,364,8,8,1.59M
2151,2021-10-17,2,364,466,8,1165
2152,2021-10-14,1,364,6,357,0
2153,2021-08-31,3,364,466,8,976
2154,2021-08-27,3,364,467,8,327
2155,2017-06-23,4,364,8,6,0
2156,2021-09-01,7,365,8,8,0
2157,2021-08-06,8,365,8,8,1.16M
2158,2021-08-05,9,365,468,469,107304
2159,2021-06-29,8,365,8,8,88581
2160,2021-05-14,9,365,470,468,73442
2161,2021-05-14,3,365,468,8,73442
2162,2021-05-11,8,365,8,8,79455
2163,2021-05-11,9,365,471,470,66219
2164,2021-05-11,8,365,8,470,67336
2165,2021-05-11,5,365,13,471,0
2166,2021-05-04,6,365,435,13,0
2167,2021-05-04,1,365,436,435,0
2168,2021-05-04,5,365,13,436,0
2169,2021-05-04,6,365,472,13,0
2170,2021-05-04,1,365,473,472,0
2171,2021-05-04,5,365,13,473,0
2172,2021-05-04,6,365,472,13,0
2173,2021-05-04,1,365,473,472,0
2174,2021-05-04,5,365,13,473,0
2175,2021-05-03,6,365,374,13,0
2176,2021-05-03,1,365,1,374,0
2177,2021-03-07,1,365,4,1,0
2178,2021-03-05,1,365,5,4,0
2179,2021-02-04,1,365,6,5,0
2180,2017-06-23,4,365,8,6,0
2181,2021-03-05,1,366,5,4,0
2182,2021-02-04,1,366,6,5,0
2183,2017-06-23,4,366,8,6,0
2184,2022-03-17,1,367,6,12,0
2185,2017-06-23,4,367,8,6,0
2186,2021-08-23,9,368,474,475,234630
2187,2021-08-23,8,368,8,8,231235
2188,2021-08-07,1,368,476,474,0
2189,2021-08-05,1,368,477,476,0
2190,2021-07-31,9,368,297,477,78811
2191,2021-07-31,8,368,8,8,78698
2192,2021-07-31,7,368,8,8,0
2193,2021-07-30,8,368,8,8,70593
2194,2021-07-30,7,368,8,8,0
2195,2021-07-25,8,368,8,8,54790
2196,2021-07-25,9,368,18,297,47102
2197,2021-07-25,2,368,297,8,46375
2198,2021-07-24,3,368,297,8,45727
2199,2021-07-24,2,368,297,8,44238
2200,2021-07-22,8,368,8,8,43439
2201,2021-07-22,3,368,297,8,41422
2202,2021-07-20,8,368,8,8,39504
2203,2021-07-20,9,368,299,18,35553
2204,2021-07-20,8,368,8,8,35553
2205,2021-07-20,1,368,343,299,0
2206,2021-07-16,9,368,478,343,0
2207,2021-07-16,8,368,8,343,0
2208,2021-03-27,9,368,23,478,33495
2209,2021-03-27,8,368,8,8,33700
2210,2021-03-24,8,368,8,8,36826
2211,2021-02-25,8,368,8,8,49341
2212,2021-02-18,8,368,8,8,95037
2213,2021-02-18,1,368,6,23,0
2214,2017-06-23,4,368,8,6,0
2215,2017-06-23,4,369,8,6,0
2216,2022-03-17,1,370,6,12,0
2217,2018-07-19,2,370,479,8,47
2218,2018-01-05,3,370,479,8,97
2219,2017-06-23,4,370,8,6,0
2220,2022-03-17,1,371,6,12,0
2221,2017-06-23,4,371,8,6,0
2222,2023-10-15,2,372,480,8,16
2223,2023-10-15,3,372,480,8,16
2224,2022-12-05,3,372,481,8,0
2225,2022-07-10,2,372,482,8,2.03M
2226,2022-07-10,3,372,482,8,2.13M
2227,2022-07-10,3,372,52,8,1.22M
2228,2022-03-17,1,372,6,12,0
2229,2021-08-08,3,372,483,8,311
2230,2021-07-25,2,372,484,8,2.05M
2231,2021-07-24,3,372,484,8,2.07M
2232,2021-07-20,2,372,484,8,1.52M
2233,2021-07-19,3,372,484,8,1.67M
2234,2021-02-14,2,372,485,8,636506
2235,2021-02-14,3,372,485,8,639957
2236,2020-09-12,2,372,100,8,18508
2237,2020-09-11,3,372,100,8,18195
2238,2020-01-02,2,372,23,8,647
2239,2020-01-01,3,372,23,8,659
2240,2017-07-18,2,372,486,8,1022
2241,2017-07-16,3,372,486,8,699
2242,2017-07-14,2,372,486,8,690
2243,2017-07-14,3,372,486,8,690
2244,2017-07-06,3,372,9,8,399
2245,2017-07-06,3,372,10,8,399
2246,2017-06-28,3,372,17,8,16
2247,2017-06-25,2,372,487,8,279
2248,2017-06-25,3,372,487,8,279
2249,2017-06-25,3,372,9,8,32
2250,2017-06-24,3,372,488,8,35
2251,2017-06-24,3,372,489,8,30
2252,2017-06-23,4,372,8,6,0
2253,2017-06-23,4,373,8,6,0
2254,2023-02-13,1,374,490,491,0
2255,2022-06-19,9,374,18,490,73198
2256,2022-06-19,8,374,8,8,71136
2257,2022-06-19,8,374,8,8,68374
2258,2022-06-19,8,374,8,8,66300
2259,2022-06-18,9,374,14,18,52592
2260,2022-06-05,8,374,8,8,101136
2261,2022-05-13,8,374,8,8,127155
2262,2022-05-12,1,374,463,14,0
2263,2022-04-30,1,374,492,463,0
2264,2022-04-30,1,374,14,492,0
2265,2022-01-17,8,374,8,8,1.93M
2266,2021-09-06,7,374,8,8,0
2267,2021-09-02,8,374,8,8,526335
2268,2021-08-23,7,374,8,8,0
2269,2021-08-10,8,374,8,8,215909
2270,2021-03-07,1,374,4,14,0
2271,2021-03-05,1,374,5,4,0
2272,2021-02-04,1,374,6,5,0
2273,2017-06-23,4,374,8,6,0
2274,2022-03-17,1,375,6,12,0
2275,2021-01-27,2,375,493,8,6932
2276,2021-01-27,3,375,493,8,7066
2277,2017-06-23,4,375,8,6,0
2278,2023-07-11,1,376,494,495,0
2279,2023-05-06,2,376,496,8,39965
2280,2023-05-05,9,376,18,494,101471
2281,2023-05-05,8,376,8,494,101460
2282,2023-04-26,7,376,8,8,0
2283,2023-04-24,3,376,496,8,36728
2284,2023-04-24,2,376,497,8,88200
2285,2023-04-24,3,376,497,8,88200
2286,2023-04-24,2,376,498,8,84366
2287,2023-04-23,3,376,498,8,84200
2288,2023-04-23,2,376,499,8,84016
2289,2023-04-23,3,376,499,8,84016
2290,2023-04-23,8,376,8,8,93315
2291,2023-04-23,5,376,13,18,0
2292,2023-03-14,6,376,500,13,0
2293,2023-03-14,1,376,18,500,0
2294,2023-03-06,8,376,8,8,110060
2295,2023-03-05,9,376,501,18,103650
2296,2023-03-03,2,376,31,8,102294
2297,2023-03-03,3,376,31,8,102294
2298,2023-03-03,8,376,8,8,103868
2299,2023-02-27,2,376,31,8,107758
2300,2023-02-27,3,376,31,8,106647
2301,2023-02-25,8,376,8,8,108608
2302,2023-02-25,8,376,8,8,108608
2303,2023-02-24,3,376,317,8,102127
2304,2023-02-24,8,376,8,8,113474
2305,2023-02-23,8,376,8,8,120986
2306,2022-06-17,9,376,52,501,57402
2307,2022-06-17,3,376,501,8,57384
2308,2022-06-17,2,376,501,8,54135
2309,2022-06-17,3,376,501,8,54151
2310,2022-06-15,2,376,502,8,58950
2311,2022-06-14,3,376,502,8,59059
2312,2022-06-14,8,376,8,8,67190
2313,2022-06-14,8,376,8,8,57584
2314,2022-06-14,8,376,8,8,59863
2315,2022-05-27,1,376,18,52,0
2316,2022-05-24,9,376,503,18,91162
2317,2022-05-24,8,376,8,8,91162
2318,2022-05-24,8,376,8,8,108860
2319,2022-05-23,8,376,8,8,122808
2320,2022-05-23,2,376,18,8,100984
2321,2022-05-23,8,376,8,8,134096
2322,2022-05-23,8,376,8,8,142840
2323,2022-05-23,8,376,8,8,162055
2324,2022-05-22,3,376,18,8,98243
2325,2022-05-22,8,376,8,8,170422
2326,2022-05-22,8,376,8,8,182665
2327,2022-05-21,8,376,8,8,193494
2328,2021-09-12,1,376,504,503,0
2329,2021-07-25,1,376,505,504,0
2330,2021-05-24,9,376,88,505,72756
2331,2021-05-17,8,376,8,8,97681
2332,2021-05-13,8,376,8,8,119859
2333,2021-05-03,8,376,8,8,133115
2334,2021-05-01,8,376,8,8,97687
2335,2021-04-30,8,376,8,8,98161
2336,2021-04-28,1,376,506,88,0
2337,2021-04-23,8,376,8,8,89536
2338,2021-04-11,8,376,8,8,104206
2339,2021-03-19,9,376,507,506,51109
2340,2021-03-19,3,376,506,8,51096
2341,2021-03-18,8,376,8,8,52396
2342,2021-03-16,8,376,8,8,62159
2343,2021-03-14,8,376,8,8,70904
2344,2021-03-14,8,376,8,8,70922
2345,2021-03-02,8,376,8,8,147637
2346,2021-02-21,9,376,23,507,48826
2347,2021-02-18,8,376,8,8,48671
2348,2021-02-18,8,376,8,8,95037
2349,2021-02-18,1,376,6,23,0
2350,2017-06-23,4,376,8,6,0
2351,2022-03-17,1,377,6,12,0
2352,2021-04-11,2,377,508,8,85762
2353,2021-04-11,3,377,508,8,86018
2354,2020-02-16,2,377,400,8,62
2355,2020-02-16,3,377,400,8,62
2356,2017-06-23,4,377,8,6,0
2357,2022-03-17,1,378,6,12,0
2358,2017-06-23,4,378,8,6,0
2359,2021-03-19,1,379,6,113,0
2360,2017-06-23,4,379,8,6,0
2361,2022-03-17,1,380,6,12,0
2362,2017-06-23,4,380,8,6,0
2363,2021-08-03,9,381,363,140,99468
2364,2021-08-03,3,381,140,8,99468
2365,2021-07-31,8,381,8,8,146458
2366,2021-04-08,9,381,509,363,51413
2367,2021-04-03,8,381,8,8,51296
2368,2021-02-22,9,381,23,509,41133
2369,2021-02-21,8,381,8,8,45737
2370,2021-02-18,8,381,8,8,95037
2371,2021-02-18,1,381,6,23,0
2372,2017-06-23,4,381,8,6,0
2373,2022-08-13,8,382,8,8,704610
2374,2022-03-30,8,382,8,8,1.28M
2375,2021-08-31,7,382,8,8,0
2376,2021-08-30,8,382,8,8,2.12M
2377,2021-08-28,7,382,8,8,0
2378,2021-08-26,8,382,8,8,2.16M
2379,2021-08-23,8,382,8,8,2M
2380,2021-08-14,8,382,8,8,1.78M
2381,2021-08-01,7,382,8,8,0
2382,2021-07-11,8,382,8,8,395301
2383,2021-05-08,8,382,8,8,486500
2384,2021-05-05,2,382,510,8,415160
2385,2021-05-03,3,382,510,8,397512
2386,2021-04-30,2,382,510,8,344979
2387,2021-04-29,3,382,510,8,342690
2388,2021-04-28,2,382,510,8,339480
2389,2021-04-28,3,382,510,8,338386
2390,2021-04-28,2,382,510,8,308176
2391,2021-04-27,8,382,8,8,408025
2392,2021-04-27,3,382,510,8,302589
2393,2021-04-27,2,382,510,8,289433
2394,2021-04-26,8,382,8,8,340542
2395,2021-04-25,3,382,510,8,239989
2396,2021-04-23,2,382,511,8,257357
2397,2021-04-22,3,382,511,8,257854
2398,2021-04-19,8,382,8,8,308445
2399,2021-01-24,2,382,512,8,13808
2400,2021-01-23,3,382,512,8,13508
2401,2017-07-06,9,382,6,10,136
2402,2017-07-05,3,382,10,8,136
2403,2017-07-05,3,382,9,8,102
2404,2017-07-05,3,382,10,8,102
2405,2017-06-25,3,382,9,8,14
2406,2017-06-23,4,382,8,6,0
2407,2021-04-27,9,383,513,99,105043
2408,2021-04-27,2,383,99,8,88109
2409,2021-04-24,3,383,99,8,75676
2410,2021-04-21,8,383,8,8,92613
2411,2021-04-21,1,383,6,513,0
2412,2017-06-23,4,383,8,6,0
2413,2022-03-14,1,384,514,515,0
2414,2022-03-14,1,384,516,514,0
2415,2021-03-16,9,384,517,516,87099
2416,2021-03-15,3,384,516,8,85721
2417,2021-03-15,8,384,8,8,127152
2418,2021-03-14,9,384,23,517,44793
2419,2021-03-14,3,384,517,8,44355
2420,2021-02-22,8,384,8,8,48128
2421,2021-02-18,8,384,8,8,95037
2422,2021-02-18,1,384,6,23,0
2423,2017-06-23,4,384,8,6,0
2424,2023-04-21,5,385,13,335,0
2425,2023-04-07,6,385,334,13,0
2426,2023-04-07,1,385,335,334,0
2427,2023-04-07,9,385,518,335,0
2428,2023-04-07,8,385,8,335,0
2429,2022-06-20,8,385,8,8,306481
2430,2022-01-20,9,385,91,518,303294
2431,2022-01-19,8,385,8,8,303050
2432,2022-01-19,8,385,8,8,311359
2433,2022-01-19,2,385,18,8,282412
2434,2022-01-19,3,385,18,8,279581
2435,2022-01-19,8,385,8,8,310261
2436,2022-01-19,8,385,8,8,332750
2437,2022-01-18,8,385,8,8,348971
2438,2022-01-16,8,385,8,8,388522
2439,2022-01-12,8,385,8,8,387071
2440,2022-01-05,8,385,8,8,475804
2441,2022-01-04,8,385,8,8,486706
2442,2022-01-02,8,385,8,8,512797
2443,2021-12-30,8,385,8,8,517944
2444,2021-12-27,8,385,8,8,692715
2445,2021-12-24,2,385,93,8,295559
2446,2021-12-24,9,385,34,91,430819
2447,2021-12-23,8,385,8,8,430578
2448,2021-12-22,3,385,93,8,288341
2449,2021-12-22,2,385,519,8,278952
2450,2021-12-22,3,385,519,8,278952
2451,2021-12-21,8,385,8,8,402221
2452,2021-12-17,8,385,8,8,437984
2453,2021-12-16,8,385,8,8,464050
2454,2021-12-09,8,385,8,8,531350
2455,2021-12-07,8,385,8,8,543617
2456,2021-12-07,1,385,18,34,0
2457,2021-12-07,9,385,271,18,453861
2458,2021-12-07,8,385,8,8,453861
2459,2021-12-06,3,385,18,8,434234
2460,2021-12-06,8,385,8,8,499369
2461,2021-12-06,8,385,8,8,499369
2462,2021-12-06,8,385,8,8,541947
2463,2021-12-03,8,385,8,8,610937
2464,2021-12-03,8,385,8,8,745841
2465,2021-12-02,8,385,8,8,806958
2466,2021-11-30,8,385,8,8,860509
2467,2021-08-28,8,385,8,8,2.87M
2468,2021-08-06,8,385,8,8,1.3M
2469,2021-08-01,2,385,520,8,156265
2470,2021-08-01,3,385,520,8,157324
2471,2021-07-05,1,385,184,271,0
2472,2021-07-05,7,385,8,8,0
2473,2021-05-12,8,385,8,8,367383
2474,2021-05-06,8,385,8,8,430650
2475,2021-04-27,2,385,521,8,130180
2476,2021-04-27,3,385,521,8,129762
2477,2020-04-26,9,385,6,184,975
2478,2020-04-26,3,385,184,8,986
2479,2017-06-23,4,385,8,6,0
2480,2017-06-23,4,386,8,6,0
2481,2022-11-15,2,387,522,8,163131
2482,2022-11-11,3,387,522,8,162357
2483,2022-08-13,1,387,523,321,0
2484,2022-08-05,1,387,524,523,0
2485,2022-08-05,1,387,523,524,0
2486,2022-07-15,1,387,525,523,0
2487,2022-07-15,9,387,526,525,266897
2488,2022-07-15,8,387,8,8,269970
2489,2022-07-09,8,387,8,8,241970
2490,2022-07-08,1,387,88,526,0
2491,2022-06-30,2,387,129,8,125205
2492,2022-06-28,8,387,8,8,192152
2493,2022-06-27,3,387,129,8,138316
2494,2022-06-18,8,387,8,8,166322
2495,2022-04-22,8,387,8,8,461604
2496,2022-03-21,8,387,8,8,725143
2497,2022-01-29,8,387,8,8,512113
2498,2022-01-25,8,387,8,8,468525
2499,2022-01-24,8,387,8,8,405153
2500,2022-01-23,2,387,527,8,324807
2501,2022-01-23,3,387,527,8,322505
2502,2022-01-09,8,387,8,8,531766
2503,2022-01-01,2,387,528,8,483825
2504,2021-12-31,9,387,529,88,516505
2505,2021-12-31,3,387,528,8,479612
2506,2021-12-31,8,387,8,8,515091
2507,2021-12-31,3,387,318,8,464818
2508,2021-12-31,3,387,530,8,437476
2509,2021-12-31,2,387,530,8,401019
2510,2021-12-31,8,387,8,8,537730
2511,2021-12-31,3,387,530,8,401019
2512,2021-12-27,2,387,531,8,407028
2513,2021-12-24,3,387,531,8,404818
2514,2021-12-20,8,387,8,8,602980
2515,2021-12-14,8,387,8,8,712512
2516,2021-12-06,8,387,8,8,815083
2517,2021-11-19,8,387,8,8,964763
2518,2021-11-10,2,387,532,8,482
2519,2021-11-10,3,387,532,8,479
2520,2021-11-08,8,387,8,8,1.14M
2521,2021-11-05,8,387,8,8,1.13M
2522,2021-11-03,8,387,8,8,1.18M
2523,2021-10-26,8,387,8,8,1.13M
2524,2021-10-26,2,387,465,8,846156
2525,2021-10-26,9,387,357,529,888464
2526,2021-10-26,8,387,8,8,888464
2527,2021-10-26,3,387,465,8,845414
2528,2021-10-25,2,387,89,8,829675
2529,2021-10-25,3,387,89,8,828230
2530,2021-10-25,3,387,533,8,820968
2531,2021-10-25,2,387,534,8,799917
2532,2021-10-25,8,387,8,8,913407
2533,2021-10-25,3,387,534,8,784991
2534,2021-10-25,3,387,533,8,722780
2535,2021-10-24,8,387,8,8,938437
2536,2021-10-24,3,387,465,8,658431
2537,2021-10-22,2,387,88,8,614766
2538,2021-10-21,3,387,88,8,634860
2539,2021-10-21,3,387,535,8,522089
2540,2021-10-21,3,387,18,8,475602
2541,2021-10-14,1,387,6,357,0
2542,2020-09-09,2,387,536,8,697
2543,2020-09-08,3,387,536,8,671
2544,2017-11-22,2,387,400,8,23
2545,2017-11-22,3,387,400,8,23
2546,2017-06-25,2,387,9,8,14
2547,2017-06-25,3,387,9,8,14
2548,2017-06-23,4,387,8,6,0
2549,2022-03-17,1,388,6,12,0
2550,2017-06-23,4,388,8,6,0
2551,2022-03-17,1,389,6,12,0
2552,2017-06-26,3,389,9,8,13
2553,2017-06-23,4,389,8,6,0
2554,2022-03-17,1,390,6,12,0
2555,2017-06-23,4,390,8,6,0
2556,2022-03-17,1,391,6,12,0
2557,2020-05-22,2,391,23,8,298
2558,2020-05-20,3,391,23,8,315
2559,2017-09-05,2,391,537,8,111
2560,2017-07-15,3,391,537,8,59
2561,2017-06-30,2,391,17,8,14
2562,2017-06-28,3,391,17,8,16
2563,2017-06-23,4,391,8,6,0
2564,2022-03-17,1,392,6,12,0
2565,2021-06-15,2,392,91,8,104007
2566,2021-06-11,3,392,91,8,96146
2567,2017-06-23,4,392,8,6,0
2568,2019-11-02,2,393,538,8,18
2569,2019-11-02,3,393,538,8,18
2570,2019-11-01,3,393,539,8,1
2571,2019-06-15,3,393,540,8,2
2572,2017-06-23,4,393,8,6,0
2573,2022-03-17,1,394,6,12,0
2574,2020-05-22,2,394,23,8,794
2575,2020-05-20,3,394,23,8,839
2576,2020-01-05,2,394,23,8,136
2577,2020-01-01,3,394,23,8,132
2578,2017-07-12,3,394,420,8,18
2579,2017-06-23,4,394,8,6,0
2580,2017-06-23,4,395,8,6,0
2581,2022-03-17,1,396,6,12,0
2582,2017-06-23,4,396,8,6,0
2583,2022-03-17,1,397,6,12,0
2584,2021-03-20,2,397,541,8,4630
2585,2021-03-04,3,397,541,8,3975
2586,2017-07-02,3,397,17,8,14
2587,2017-06-23,4,397,8,6,0
2588,2022-03-17,1,398,6,12,0
2589,2017-06-23,4,398,8,6,0
2590,2024-02-09,8,399,8,8,159901
2591,2024-01-14,2,399,542,8,143296
2592,2024-01-13,1,399,18,52,0
2593,2024-01-11,9,399,543,18,150606
2594,2024-01-10,3,399,542,8,142398
2595,2024-01-07,3,399,544,8,125416
2596,2024-01-07,3,399,18,8,122452
2597,2024-01-07,8,399,8,8,129131
2598,2024-01-07,7,399,8,8,0
2599,2024-01-05,8,399,8,8,135200
2600,2024-01-05,7,399,8,8,0
2601,2023-12-25,8,399,8,8,156874
2602,2022-08-01,7,399,8,8,0
2603,2022-07-25,8,399,8,8,124974
2604,2022-07-25,8,399,8,8,124974
2605,2022-07-25,8,399,8,8,124974
2606,2022-07-25,7,399,8,8,0
2607,2022-07-25,2,399,18,8,118481
2608,2022-07-24,7,399,8,8,0
2609,2022-07-24,7,399,8,8,0
2610,2022-07-24,8,399,8,8,138054
2611,2022-07-24,3,399,18,8,125039
2612,2022-07-24,8,399,8,8,134668
2613,2022-07-24,8,399,8,8,136261
2614,2022-07-24,8,399,8,8,136703
2615,2022-07-24,2,399,18,8,131495
2616,2022-07-23,8,399,8,8,131602
2617,2022-07-23,8,399,8,8,136358
2618,2022-07-21,8,399,8,8,143269
2619,2022-07-21,3,399,18,8,129431
2620,2022-07-21,8,399,8,8,145025
2621,2022-07-20,8,399,8,8,162237
2622,2022-06-14,9,399,52,543,65622
2623,2022-06-14,8,399,8,543,66965
2624,2022-06-14,8,399,8,8,71055
2625,2022-06-13,1,399,18,52,0
2626,2022-06-13,9,399,545,18,59299
2627,2022-06-13,8,399,8,8,59299
2628,2022-05-11,7,399,8,8,0
2629,2021-11-22,8,399,8,8,504747
2630,2021-11-11,8,399,8,8,574093
2631,2021-11-06,8,399,8,8,550183
2632,2021-11-06,9,399,546,545,506133
2633,2021-11-05,8,399,8,8,520969
2634,2021-10-31,8,399,8,8,507183
2635,2021-10-29,2,399,534,8,498133
2636,2021-10-29,8,399,8,8,541435
2637,2021-10-27,3,399,534,8,450915
2638,2021-10-27,2,399,534,8,443154
2639,2021-10-26,3,399,534,8,464924
2640,2021-10-24,8,399,8,8,480839
2641,2021-10-24,9,399,357,546,444473
2642,2021-10-24,3,399,546,8,448606
2643,2021-10-22,2,399,547,8,445247
2644,2021-10-21,3,399,547,8,440063
2645,2021-10-21,3,399,548,8,415809
2646,2021-10-21,8,399,8,8,522089
2647,2021-10-14,1,399,6,357,0
2648,2021-07-10,2,399,391,8,22
2649,2021-07-10,3,399,391,8,22
2650,2021-04-12,3,399,549,8,21
2651,2017-06-23,4,399,8,6,0
2652,2022-03-17,1,400,11,12,0
2653,2021-10-21,5,400,13,11,0
2654,2021-02-04,6,400,15,13,0
2655,2021-02-04,1,400,11,15,0
2656,2021-02-04,1,400,6,11,0
2657,2017-06-25,3,400,9,8,14
2658,2017-06-23,4,400,8,6,0
2659,2022-03-17,1,401,6,12,0
2660,2021-06-23,2,401,550,8,9678
2661,2021-06-22,3,401,550,8,9837
2662,2021-03-17,3,401,551,8,0
2663,2021-02-26,3,401,253,8,0
2664,2017-06-23,4,401,8,6,0
2665,2023-03-19,6,402,552,13,0
2666,2023-03-19,1,402,553,552,0
2667,2023-03-19,1,402,343,553,0
2668,2021-11-24,3,402,554,8,0
2669,2021-07-25,9,402,555,343,0
2670,2021-07-25,8,402,8,343,0
2671,2021-07-25,9,402,556,555,0
2672,2021-07-25,8,402,8,555,0
2673,2021-07-25,9,402,415,556,45429
2674,2021-07-25,2,402,557,8,43518
2675,2021-07-25,3,402,557,8,43518
2676,2021-07-23,8,402,8,8,42172
2677,2021-07-22,8,402,8,8,42584
2678,2021-07-20,7,402,8,8,0
2679,2021-07-09,8,402,8,8,47655
2680,2021-07-03,8,402,8,8,50721
2681,2021-06-30,8,402,8,8,52566
2682,2021-06-27,8,402,8,8,50903
