transaction_number,T_date,transaction_type,Punk_Nr,T_from,T_to,amount
6555,2021-08-15,8,622,8,8,248822
6556,2021-08-14,8,622,8,8,254978
6557,2021-08-12,8,622,8,8,238379
6558,2021-08-12,8,622,8,8,239388
6559,2021-08-11,8,622,8,8,257466
6560,2021-08-11,8,622,8,8,257755
6561,2021-08-10,2,622,1135,8,187095
6562,2021-08-10,3,622,1135,8,187095
6563,2021-08-10,8,622,8,8,248577
6564,2021-08-10,8,622,8,8,253459
6565,2021-08-10,8,622,8,8,260426
6566,2021-08-08,8,622,8,8,260186
6567,2021-08-05,8,622,8,8,251653
6568,2021-08-03,7,622,8,8,0
6569,2021-08-02,8,622,8,8,263549
6570,2021-08-02,9,622,1136,1132,116251
6571,2021-08-01,8,622,8,8,117215
6572,2021-08-01,8,622,8,8,120149
6573,2021-08-01,8,622,8,8,121669
6574,2021-08-01,9,622,145,1136,108820
6575,2021-08-01,8,622,8,8,105845
6576,2021-07-31,8,622,8,8,98077
6577,2021-07-30,8,622,8,8,86578
6578,2021-07-30,7,622,8,8,0
6579,2021-07-20,8,622,8,8,59886
6580,2021-06-20,7,622,8,8,0
6581,2021-05-09,8,622,8,8,124999
6582,2021-05-06,8,622,8,8,114505
6583,2021-05-03,8,622,8,8,105541
6584,2021-05-01,8,622,8,8,95943
6585,2021-04-28,8,622,8,8,92509
6586,2021-04-17,8,622,8,8,90741
6587,2021-04-15,9,622,513,145,77413
6588,2021-04-15,8,622,8,8,77413
6589,2021-04-13,8,622,8,8,77595
6590,2021-04-12,1,622,6,513,0
6591,2017-06-26,3,622,9,8,13
6592,2017-06-23,4,622,8,6,0
6593,2021-10-05,3,623,1137,8,229
6594,2021-08-26,3,623,1138,8,187
6595,2017-06-25,3,623,9,8,14
6596,2017-06-23,4,623,8,6,0
6597,2021-03-19,1,624,6,113,0
6598,2020-01-03,2,624,7,8,67
6599,2020-01-03,3,624,7,8,64
6600,2017-06-23,4,624,8,6,0
6601,2022-03-17,1,625,6,12,0
6602,2017-06-23,4,625,8,6,0
6603,2022-03-17,1,626,6,12,0
6604,2017-07-02,3,626,17,8,14
6605,2017-06-23,4,626,8,6,0
6606,2024-01-22,2,627,1139,8,581015
6607,2024-01-22,3,627,1139,8,594742
6608,2024-01-21,8,627,8,8,925883
6609,2023-10-04,7,627,8,8,0
6610,2023-07-26,8,627,8,8,701861
6611,2023-04-06,2,627,1140,8,433246
6612,2023-03-14,3,627,1140,8,402976
6613,2023-03-10,8,627,8,8,662526
6614,2023-02-04,8,627,8,8,838115
6615,2022-07-12,7,627,8,8,0
6616,2022-07-11,8,627,8,8,853140
6617,2022-06-29,2,627,52,8,278190
6618,2022-06-29,3,627,52,8,278190
6619,2021-11-25,2,627,635,8,128396
6620,2021-10-02,3,627,635,8,103543
6621,2021-08-19,7,627,8,8,0
6622,2021-08-12,8,627,8,8,6.03M
6623,2021-04-27,9,627,512,93,342878
6624,2021-04-27,8,627,8,93,342878
6625,2021-04-27,7,627,8,8,0
6626,2021-04-27,8,627,8,8,400697
6627,2021-04-25,2,627,990,8,168547
6628,2021-04-25,3,627,990,8,167992
6629,2021-04-13,2,627,508,8,129860
6630,2021-04-13,3,627,508,8,129860
6631,2021-03-16,2,627,198,8,49064
6632,2021-03-16,3,627,198,8,49064
6633,2021-02-15,7,627,8,8,0
6634,2021-02-09,8,627,8,8,119814
6635,2021-02-08,2,627,961,8,19601
6636,2021-02-07,3,627,961,8,18540
6637,2021-01-13,1,627,512,512,0
6638,2020-12-13,7,627,8,8,0
6639,2020-10-03,8,627,8,8,9076
6640,2020-09-30,5,627,13,512,0
6641,2020-09-24,6,627,1141,13,0
6642,2020-09-24,1,627,512,1141,0
6643,2020-09-14,7,627,8,8,0
6644,2020-09-14,8,627,8,8,5869
6645,2020-05-11,2,627,97,8,565
6646,2020-05-10,3,627,97,8,558
6647,2020-04-26,9,627,486,512,485
6648,2020-04-26,2,627,23,8,246
6649,2020-04-26,3,627,23,8,249
6650,2020-04-26,8,627,8,8,498
6651,2019-11-18,3,627,518,8,39
6652,2017-07-13,9,627,1142,486,308
6653,2017-07-13,3,627,486,8,308
6654,2017-07-06,9,627,6,1142,269
6655,2017-07-05,3,627,1142,8,269
6656,2017-06-30,3,627,17,8,56
6657,2017-06-29,3,627,408,8,59
6658,2017-06-29,3,627,17,8,44
6659,2017-06-29,3,627,408,8,44
6660,2017-06-23,4,627,8,6,0
6661,2024-01-16,1,628,1143,460,0
6662,2024-01-16,1,628,1144,1143,0
6663,2024-01-13,9,628,1145,1144,153140
6664,2024-01-13,8,628,8,8,152295
6665,2024-01-11,7,628,8,8,0
6666,2023-12-21,8,628,8,8,132272
6667,2023-12-04,7,628,8,8,0
6668,2023-11-28,2,628,1146,8,116015
6669,2023-11-25,3,628,1146,8,119299
6670,2023-11-13,8,628,8,8,124191
6671,2023-11-12,8,628,8,8,133138
6672,2023-11-12,5,628,13,1145,0
6673,2021-09-25,2,628,364,8,276676
6674,2021-09-24,6,628,1147,13,0
6675,2021-09-24,1,628,1148,1147,0
6676,2021-09-24,9,628,624,1148,320828
6677,2021-09-16,3,628,364,8,339502
6678,2021-09-16,8,628,8,8,396594
6679,2021-09-14,1,628,626,624,0
6680,2021-09-03,8,628,8,8,486353
6681,2021-09-01,8,628,8,8,443889
6682,2021-08-29,8,628,8,8,479571
6683,2021-08-29,8,628,8,8,504708
6684,2021-08-29,9,628,1149,626,413227
6685,2021-08-29,8,628,8,8,413227
6686,2021-08-29,7,628,8,8,0
6687,2021-08-29,7,628,8,8,0
6688,2021-08-29,7,628,8,8,0
6689,2021-08-29,8,628,8,8,509326
6690,2021-03-17,9,628,23,1149,54561
6691,2021-03-13,8,628,8,8,57297
6692,2021-02-25,8,628,8,8,65794
6693,2021-02-09,2,628,673,8,17461
6694,2021-02-09,8,628,8,8,174588
6695,2021-02-09,9,628,6,23,20953
6696,2021-02-08,8,628,8,8,20827
6697,2021-02-08,3,628,673,8,17074
6698,2021-02-08,3,628,673,8,15513
6699,2017-08-29,2,628,833,8,22
6700,2017-06-26,3,628,833,8,15
6701,2017-06-23,4,628,8,6,0
6702,2022-03-17,1,629,6,12,0
6703,2020-07-24,2,629,1150,8,272
6704,2020-07-13,3,629,1150,8,244
6705,2017-06-23,4,629,8,6,0
6706,2021-10-29,1,630,1151,1152,0
6707,2021-03-07,1,630,4,1151,0
6708,2021-03-04,1,630,5,4,0
6709,2021-02-04,1,630,6,5,0
6710,2017-06-23,4,630,8,6,0
6711,2020-01-16,2,631,916,8,82
6712,2020-01-02,3,631,916,8,64
6713,2017-06-23,4,631,8,6,0
6714,2022-10-30,2,632,1153,8,95651
6715,2022-10-27,3,632,1153,8,90937
6716,2022-04-20,8,632,8,8,209838
6717,2022-03-30,8,632,8,8,246294
6718,2022-03-23,2,632,1154,8,209777
6719,2022-03-21,8,632,8,8,224678
6720,2022-03-19,8,632,8,8,225291
6721,2022-03-19,3,632,1154,8,207244
6722,2022-03-19,8,632,8,8,213635
6723,2022-03-18,9,632,1155,135,199883
6724,2022-03-17,8,632,8,8,191035
6725,2022-03-12,8,632,8,8,206377
6726,2021-11-19,2,632,1156,8,283664
6727,2021-11-13,3,632,1156,8,324906
6728,2021-10-16,8,632,8,8,490455
6729,2021-08-09,9,632,1157,1155,158687
6730,2021-08-09,8,632,8,8,147283
6731,2021-08-04,9,632,36,1157,86699
6732,2021-08-02,8,632,8,8,89447
6733,2021-05-04,7,632,8,8,0
6734,2021-05-04,8,632,8,8,70265
6735,2021-03-06,1,632,4,36,0
6736,2021-03-04,1,632,5,4,0
6737,2021-02-04,1,632,6,5,0
6738,2017-06-23,4,632,8,6,0
6739,2022-03-17,1,633,6,12,0
6740,2017-06-23,4,633,8,6,0
6741,2024-02-16,1,634,1158,1159,0
6742,2024-02-13,6,634,1160,13,0
6743,2024-02-13,1,634,1158,1160,0
6744,2021-06-29,8,634,8,8,1.38M
6745,2021-05-13,8,634,8,8,110561
6746,2021-05-09,8,634,8,8,117675
6747,2021-05-07,8,634,8,8,125441
6748,2021-05-05,8,634,8,8,151217
6749,2021-05-01,8,634,8,8,1.25M
6750,2021-04-24,8,634,8,8,497196
6751,2021-04-22,8,634,8,8,160230
6752,2021-03-07,8,634,8,8,1.05M
6753,2021-03-06,1,634,4,1158,0
6754,2021-03-04,1,634,5,4,0
6755,2021-02-04,1,634,6,5,0
6756,2019-04-24,2,634,226,8,2
6757,2018-10-05,3,634,226,8,3
6758,2018-01-28,3,634,1161,8,11
6759,2017-06-23,4,634,8,6,0
6760,2022-11-30,3,635,1162,8,380
6761,2022-11-09,7,635,8,8,0
6762,2022-10-09,8,635,8,8,10.71M
6763,2022-08-17,7,635,8,8,0
6764,2022-07-05,3,635,1163,8,34
6765,2022-05-22,3,635,1164,8,40
6766,2022-03-30,3,635,1165,8,53
6767,2022-02-11,8,635,8,8,46.35M
6768,2021-12-04,2,635,1166,8,9.74M
6769,2021-11-10,8,635,8,8,110.5M
6770,2021-11-10,3,635,1166,8,10.9M
6771,2021-11-08,2,635,1167,8,415
6772,2021-11-08,3,635,1167,8,411
6773,2021-10-29,2,635,804,8,87.64M
6774,2021-10-29,10,635,804,8,87.64M
6775,2021-08-27,3,635,1138,8,471
6776,2021-08-08,3,635,483,8,311
6777,2021-08-04,2,635,1168,8,75
6778,2021-08-02,3,635,1168,8,79
6779,2021-08-02,3,635,1169,8,39
6780,2021-07-30,3,635,1170,8,10
6781,2021-07-13,3,635,1171,8,9
6782,2021-05-17,3,635,1172,8,7
6783,2021-05-12,3,635,285,8,4
6784,2021-03-11,2,635,1173,8,746
6785,2021-03-11,3,635,1173,8,732
6786,2021-02-09,2,635,485,8,1.23M
6787,2021-02-09,3,635,485,8,1.22M
6788,2021-02-09,2,635,485,8,1.07M
6789,2021-01-31,3,635,485,8,828784
6790,2021-01-29,2,635,342,8,136
6791,2021-01-26,3,635,342,8,129
6792,2021-01-26,3,635,1174,8,13
6793,2021-01-24,2,635,485,8,743934
6794,2021-01-23,3,635,485,8,755592
6795,2021-01-23,2,635,485,8,312120
6796,2021-01-16,3,635,485,8,317505
6797,2021-01-16,2,635,485,8,228604
6798,2021-01-10,3,635,485,8,237469
6799,2020-05-28,2,635,23,8,23922
6800,2020-05-27,3,635,23,8,23741
6801,2020-05-27,3,635,511,8,22855
6802,2020-05-27,3,635,23,8,22649
6803,2020-05-26,2,635,23,8,20448
6804,2020-05-26,3,635,23,8,20143
6805,2020-05-22,2,635,100,8,19732
6806,2020-05-22,3,635,100,8,19958
6807,2020-05-16,2,635,100,8,14982
6808,2020-05-14,3,635,100,8,15200
6809,2020-05-14,2,635,100,8,10243
6810,2020-05-11,3,635,100,8,9488
6811,2020-01-30,2,635,225,8,10186
6812,2020-01-25,3,635,225,8,8845
6813,2020-01-20,2,635,225,8,8303
6814,2020-01-18,3,635,225,8,8703
6815,2020-01-16,2,635,225,8,7190
6816,2020-01-16,3,635,225,8,7213
6817,2020-01-16,2,635,225,8,6557
6818,2020-01-14,3,635,225,8,6711
6819,2020-01-14,2,635,225,8,5872
6820,2020-01-10,3,635,225,8,5031
6821,2020-01-10,2,635,225,8,4312
6822,2020-01-09,3,635,225,8,4088
6823,2020-01-09,3,635,511,8,4016
6824,2020-01-04,2,635,511,8,2696
6825,2020-01-01,3,635,511,8,2579
6826,2019-03-30,2,635,225,8,2866
6827,2019-03-25,3,635,225,8,2679
6828,2019-03-25,2,635,225,8,2009
6829,2019-01-27,3,635,225,8,1684
6830,2018-10-02,2,635,227,8,225
6831,2018-10-02,3,635,227,8,225
6832,2017-10-11,3,635,1175,8,15
6833,2017-08-12,2,635,1176,8,957
6834,2017-08-10,3,635,1176,8,927
6835,2017-07-04,3,635,17,8,14
6836,2017-07-03,2,635,108,8,1520
6837,2017-07-02,3,635,108,8,1562
6838,2017-07-02,2,635,108,8,795
6839,2017-07-01,3,635,108,8,731
6840,2017-07-01,2,635,108,8,470
6841,2017-06-28,3,635,108,8,569
6842,2017-06-27,3,635,9,8,129
6843,2017-06-27,3,635,1177,8,129
6844,2017-06-26,3,635,9,8,107
6845,2017-06-25,3,635,595,8,117
6846,2017-06-25,3,635,9,8,14
6847,2017-06-23,4,635,8,6,0
6848,2022-01-03,2,636,1178,8,244147
6849,2022-01-02,3,636,1178,8,243907
6850,2022-01-02,3,636,932,8,235738
6851,2022-01-02,8,636,8,8,265296
6852,2022-01-01,1,636,245,244,0
6853,2022-01-01,2,636,18,8,202451
6854,2022-01-01,3,636,18,8,202451
6855,2022-01-01,9,636,1179,245,202451
6856,2022-01-01,3,636,245,8,202451
6857,2021-12-31,3,636,1180,8,202357
6858,2021-12-31,8,636,8,8,291650
6859,2021-12-31,8,636,8,8,360765
6860,2021-09-30,7,636,8,8,0
6861,2021-09-19,8,636,8,8,718211
6862,2021-09-01,8,636,8,8,554480
6863,2021-08-28,9,636,1181,1179,483677
6864,2021-08-24,8,636,8,8,497239
6865,2021-08-22,8,636,8,8,388438
6866,2021-08-17,9,636,1093,1181,175999
6867,2021-08-17,8,636,8,8,175999
6868,2021-08-15,8,636,8,8,211898
6869,2021-08-02,8,636,8,8,390389
6870,2021-08-01,8,636,8,8,1.24M
6871,2021-08-01,9,636,1182,1093,129291
6872,2021-07-21,8,636,8,8,93623
6873,2021-05-27,2,636,1183,8,281
6874,2021-05-18,3,636,1183,8,349
6875,2020-12-16,3,636,455,8,<0.01
6876,2019-07-16,1,636,6,1182,0
6877,2017-06-23,4,636,8,6,0
6878,2022-03-17,1,637,6,12,0
6879,2022-01-27,2,637,223,8,155653
6880,2022-01-19,3,637,223,8,196917
6881,2017-06-23,4,637,8,6,0
6882,2024-02-22,8,638,8,8,467195
6883,2024-01-30,8,638,8,8,417521
6884,2024-01-10,8,638,8,8,472908
6885,2024-01-02,8,638,8,8,498983
6886,2023-12-30,7,638,8,8,0
6887,2023-12-28,8,638,8,8,470654
6888,2023-12-28,1,638,1184,1185,0
6889,2022-08-17,1,638,1185,1184,0
6890,2022-06-03,1,638,1186,1185,0
6891,2022-06-02,1,638,1185,1186,0
6892,2022-01-19,7,638,8,8,0
6893,2021-11-02,8,638,8,8,11.1M
6894,2021-11-02,7,638,8,8,0
6895,2021-10-31,8,638,8,8,3.18M
6896,2021-09-14,7,638,8,8,0
6897,2021-09-13,8,638,8,8,1.44M
6898,2021-09-02,7,638,8,8,0
6899,2021-09-01,8,638,8,8,3.01M
6900,2021-07-31,9,638,1187,1185,442674
6901,2021-07-26,8,638,8,8,425353
6902,2021-04-10,9,638,1188,1187,277363
6903,2021-04-10,8,638,8,8,277363
6904,2021-04-10,2,638,1187,8,245359
6905,2021-04-10,8,638,8,8,323414
6906,2021-04-10,3,638,1187,8,249892
6907,2021-04-10,2,638,1187,8,217297
6908,2021-04-10,3,638,1187,8,207020
6909,2021-04-08,7,638,8,8,0
6910,2021-04-08,8,638,8,8,304919
6911,2021-04-08,2,638,1189,8,97683
6912,2021-04-07,3,638,1189,8,101269
6913,2021-04-06,3,638,176,8,97064
6914,2021-04-06,3,638,212,8,92651
6915,2021-04-06,3,638,1189,8,85054
6916,2021-03-16,1,638,1190,1188,0
6917,2021-02-08,9,638,597,1190,34158
6918,2021-02-08,8,638,8,8,39281
6919,2021-02-08,3,638,1190,8,34158
6920,2021-02-08,8,638,8,8,42697
6921,2021-02-08,9,638,6,597,30742
6922,2021-02-08,8,638,8,8,30856
6923,2021-02-08,3,638,28,8,22256
6924,2020-01-05,2,638,23,8,136
6925,2020-01-01,3,638,23,8,132
6926,2017-06-30,2,638,9,8,14
6927,2017-06-25,3,638,9,8,14
6928,2017-06-23,4,638,8,6,0
6929,2021-08-28,9,639,1191,1192,477756
6930,2021-08-28,2,639,1193,8,458387
6931,2021-08-28,3,639,1193,8,461216
6932,2021-08-23,8,639,8,8,495599
6933,2021-08-19,1,639,343,1191,0
6934,2021-07-30,9,639,1194,343,0
6935,2021-07-30,8,639,8,343,0
6936,2021-07-30,5,639,13,1194,0
6937,2021-07-07,6,639,1195,13,0
6938,2021-07-07,1,639,655,1195,0
6939,2021-07-06,8,639,8,8,44267
6940,2021-07-06,8,639,8,8,46300
6941,2021-07-06,8,639,8,8,47370
6942,2021-07-05,8,639,8,8,41592
6943,2021-07-05,5,639,13,655,0
6944,2021-06-28,2,639,651,8,28913
6945,2021-06-28,6,639,1196,13,0
6946,2021-06-28,1,639,299,1196,0
6947,2021-06-28,9,639,1197,299,30671
6948,2021-06-28,3,639,651,8,27602
6949,2021-06-24,8,639,8,8,30567
6950,2021-06-23,8,639,8,8,33013
6951,2021-06-23,5,639,13,1197,0
6952,2021-05-31,2,639,80,8,37448
6953,2021-05-29,6,639,1198,13,0
6954,2021-05-29,1,639,189,1198,0
6955,2021-05-29,7,639,8,8,0
6956,2021-05-29,8,639,8,8,40495
6957,2021-05-28,8,639,8,8,41062
6958,2021-05-28,8,639,8,8,42491
6959,2021-05-28,8,639,8,8,49576
6960,2021-05-27,8,639,8,8,52599
6961,2021-05-26,3,639,80,8,42615
6962,2021-05-26,8,639,8,8,53140
6963,2021-05-25,8,639,8,8,50484
6964,2021-05-25,5,639,13,189,0
6965,2021-05-03,6,639,1199,13,0
6966,2021-05-03,1,639,1200,1199,0
6967,2021-05-03,5,639,13,1200,0
6968,2021-04-09,9,639,1201,1202,42617
6969,2021-04-08,9,639,1203,1201,40957
6970,2021-04-08,6,639,1204,13,0
6971,2021-04-08,1,639,1203,1204,0
6972,2021-04-08,7,639,8,8,0
6973,2021-04-07,2,639,660,8,28503
6974,2021-04-07,3,639,660,8,28503
6975,2021-04-07,8,639,8,8,30371
6976,2021-04-07,5,639,13,1203,0
6977,2021-04-07,9,639,1031,1203,28739
6978,2021-04-04,9,639,639,1031,31134
6979,2021-04-03,9,639,1205,639,34895
6980,2021-04-03,9,639,1206,1205,32577
6981,2021-03-20,6,639,1207,13,0
6982,2021-03-20,1,639,273,1207,0
6983,2021-03-20,9,639,91,273,38872
6984,2021-03-20,3,639,273,8,37992
6985,2021-03-20,3,639,75,8,33359
6986,2021-03-20,8,639,8,8,38900
6987,2021-03-18,8,639,8,8,43083
6988,2021-03-18,9,639,1208,91,37839
6989,2021-03-17,3,639,91,8,38361
6990,2021-03-17,8,639,8,8,41465
6991,2021-03-17,8,639,8,8,49000
6992,2021-03-17,8,639,8,8,61250
6993,2021-03-06,1,639,4,1208,0
6994,2021-03-04,1,639,5,4,0
6995,2021-02-04,1,639,6,5,0
6996,2017-06-23,4,639,8,6,0
6997,2022-03-17,1,640,6,12,0
6998,2017-06-23,4,640,8,6,0
6999,2023-02-13,2,641,1209,8,296
7000,2022-12-06,3,641,1209,8,252
7001,2022-12-06,2,641,1209,8,340
7002,2022-12-05,3,641,1209,8,348
7003,2022-11-20,3,641,1210,8,0
7004,2021-04-25,1,641,108,109,0
7005,2020-10-08,2,641,225,8,34115
7006,2020-10-04,3,641,225,8,35355
7007,2020-10-02,2,641,225,8,29393
7008,2020-10-02,3,641,225,8,29343
7009,2020-10-02,2,641,225,8,24165
7010,2020-10-01,3,641,225,8,24527
7011,2020-09-28,2,641,225,8,19999
7012,2020-09-27,3,641,225,8,19454
7013,2020-09-27,2,641,225,8,14148
7014,2020-09-21,3,641,225,8,13829
7015,2020-09-21,2,641,225,8,8719
7016,2020-09-09,3,641,225,8,8927
7017,2020-05-29,2,641,225,8,7804
7018,2020-05-24,7,641,8,8,0
7019,2020-05-21,3,641,225,8,6948
7020,2020-02-02,2,641,225,8,6697
7021,2020-01-31,3,641,225,8,6280
7022,2019-06-18,2,641,225,8,3174
7023,2019-06-15,3,641,225,8,3231
7024,2019-05-27,3,641,1211,8,2718
7025,2019-05-25,2,641,225,8,2515
7026,2019-05-23,3,641,225,8,2456
7027,2019-04-28,2,641,225,8,2134
7028,2019-04-20,3,641,225,8,2348
7029,2019-04-20,2,641,225,8,1827
7030,2019-04-06,3,641,225,8,1746
7031,2019-04-06,2,641,225,8,1413
7032,2019-03-30,3,641,225,8,1218
7033,2019-01-27,2,641,225,8,898
7034,2019-01-11,3,641,225,8,1017
7035,2017-12-17,8,641,8,8,161485
7036,2017-07-18,2,641,228,8,341
7037,2017-07-12,3,641,228,8,336
7038,2017-07-02,3,641,10,8,369
7039,2017-07-02,3,641,26,8,341
7040,2017-06-27,9,641,6,108,157
7041,2017-06-27,3,641,108,8,157
7042,2017-06-27,3,641,26,8,157
7043,2017-06-27,3,641,108,8,155
7044,2017-06-27,3,641,26,8,155
7045,2017-06-27,3,641,108,8,152
7046,2017-06-26,3,641,26,8,79
7047,2017-06-26,3,641,9,8,76
7048,2017-06-26,3,641,26,8,76
7049,2017-06-26,3,641,9,8,15
7050,2017-06-26,3,641,833,8,15
7051,2017-06-23,4,641,8,6,0
7052,2022-04-23,1,642,1212,1213,0
7053,2022-01-14,1,642,1214,1212,0
7054,2021-12-31,9,642,1215,1214,639475
7055,2021-12-14,8,642,8,8,644818
7056,2021-11-22,1,642,1216,1215,0
7057,2021-11-22,9,642,23,1216,563080
7058,2021-11-22,8,642,8,1216,563080
7059,2021-11-21,2,642,34,8,511842
7060,2021-11-20,3,642,34,8,517173
7061,2021-11-20,8,642,8,8,658622
7062,2021-11-08,8,642,8,8,788802
7063,2021-10-08,8,642,8,8,623970
7064,2021-09-24,8,642,8,8,619263
7065,2021-08-28,8,642,8,8,973771
7066,2021-08-05,8,642,8,8,2.8M
7067,2021-08-05,9,642,1217,23,249097
7068,2021-08-04,8,642,8,8,220495
7069,2021-08-03,2,642,1218,8,172863
7070,2021-08-01,3,642,1218,8,184074
7071,2021-08-01,8,642,8,8,213612
7072,2021-07-27,9,642,91,1217,97168
7073,2021-07-27,8,642,8,1217,91244
7074,2021-07-27,9,642,1219,91,90617
7075,2021-07-22,2,642,177,8,76710
7076,2021-07-21,3,642,177,8,74676
7077,2021-07-12,3,642,732,8,72528
7078,2021-06-23,2,642,1220,8,63755
7079,2021-06-22,3,642,1220,8,64740
7080,2021-06-21,8,642,8,8,81770
7081,2021-06-11,8,642,8,8,110619
7082,2021-05-09,8,642,8,8,198523
7083,2021-05-08,8,642,8,8,200086
7084,2021-05-01,8,642,8,8,157856
7085,2021-05-01,8,642,8,8,161905
7086,2021-04-27,8,642,8,8,150090
7087,2021-04-25,8,642,8,8,127139
7088,2021-04-19,2,642,1221,8,118868
7089,2021-04-17,3,642,1221,8,136733
7090,2021-04-16,8,642,8,8,158640
7091,2021-04-14,8,642,8,8,182621
7092,2021-04-13,8,642,8,8,178048
7093,2021-04-13,9,642,513,1219,106181
7094,2021-04-13,8,642,8,8,105297
7095,2021-04-12,1,642,6,513,0
7096,2021-02-20,2,642,184,8,39233
7097,2021-02-18,3,642,184,8,38023
7098,2020-01-05,2,642,23,8,136
7099,2020-01-01,3,642,23,8,132
7100,2017-06-28,3,642,17,8,16
7101,2017-06-23,4,642,8,6,0
7102,2024-01-06,8,643,8,8,225724
7103,2023-11-10,8,643,8,8,145581
7104,2023-09-07,8,643,8,8,106170
7105,2023-09-06,8,643,8,8,90613
7106,2022-02-03,8,643,8,8,261984
7107,2021-12-21,8,643,8,8,447182
7108,2021-08-27,9,643,1222,1223,320355
7109,2021-08-25,8,643,8,8,315173
7110,2021-08-22,9,643,1224,1222,168984
7111,2021-08-22,8,643,8,8,171061
7112,2021-08-22,8,643,8,8,178382
7113,2021-08-21,2,643,1225,8,163601
7114,2021-08-21,3,643,1225,8,163578
7115,2021-08-18,8,643,8,8,168592
7116,2021-08-13,8,643,8,8,193802
7117,2021-08-12,8,643,8,8,206567
7118,2021-08-11,8,643,8,8,222965
7119,2021-08-07,9,643,1225,1224,162348
7120,2021-08-07,8,643,8,8,158789
7121,2021-08-06,8,643,8,8,191165
7122,2021-08-06,8,643,8,8,149196
7123,2021-08-06,8,643,8,8,154101
7124,2021-08-06,8,643,8,8,159694
7125,2021-08-06,8,643,8,8,163273
7126,2021-08-06,8,643,8,8,165888
7127,2021-08-06,8,643,8,8,184795
7128,2021-08-06,8,643,8,8,159840
7129,2021-08-05,8,643,8,8,149678
7130,2021-08-05,8,643,8,8,133404
7131,2021-08-05,9,643,1226,1225,119418
7132,2021-08-01,8,643,8,8,114032
7133,2021-03-06,1,643,4,1226,0
7134,2021-03-04,1,643,5,4,0
7135,2021-02-04,1,643,6,5,0
7136,2020-02-24,2,643,16,8,17
7137,2020-01-24,3,643,16,8,10
7138,2017-06-26,3,643,9,8,13
7139,2017-06-23,4,643,8,6,0
7140,2023-02-20,6,644,334,13,0
7141,2023-02-20,1,644,335,334,0
7142,2023-02-20,9,644,1227,335,0
7143,2023-02-20,8,644,8,335,0
7144,2022-04-26,1,644,1228,1227,0
7145,2021-03-07,1,644,4,1228,0
7146,2021-03-04,1,644,5,4,0
7147,2021-02-04,1,644,6,5,0
7148,2017-06-23,4,644,8,6,0
7149,2017-06-23,4,645,8,6,0
7150,2021-03-19,1,646,6,113,0
7151,2017-06-23,4,646,8,6,0
7152,2022-03-17,1,647,6,12,0
7153,2017-06-27,2,647,108,8,163
7154,2017-06-27,3,647,108,8,163
7155,2017-06-23,4,647,8,6,0
7156,2022-06-26,8,648,8,8,1.22M
7157,2022-06-26,7,648,8,8,0
7158,2022-06-19,8,648,8,8,285110
7159,2022-06-19,7,648,8,8,0
7160,2022-01-04,8,648,8,8,596093
7161,2021-12-21,1,648,1229,1230,0
7162,2021-12-21,1,648,1231,1229,0
7163,2021-12-10,5,648,13,1231,0
7164,2021-12-10,6,648,1232,13,0
7165,2021-12-10,1,648,1231,1232,0
7166,2021-12-09,1,648,1230,1231,0
7167,2021-08-04,1,648,1231,1230,0
7168,2021-08-04,9,648,167,1231,199522
7169,2021-08-04,3,648,1231,8,199522
7170,2021-08-01,8,648,8,8,235985
7171,2021-07-30,9,648,179,167,109858
7172,2021-04-13,8,648,8,8,97294
7173,2021-04-13,9,648,513,179,80471
7174,2021-04-13,8,648,8,8,80471
7175,2021-04-12,1,648,6,513,0
7176,2017-06-23,4,648,8,6,0
7177,2022-03-17,1,649,6,12,0
7178,2021-08-11,2,649,1233,8,6469
7179,2021-08-11,3,649,1233,8,6521
7180,2017-06-26,3,649,9,8,13
7181,2017-06-23,4,649,8,6,0
7182,2024-02-09,8,650,8,8,222343
7183,2023-01-28,1,650,1234,1235,0
7184,2023-01-28,9,650,52,1234,117418
7185,2023-01-03,8,650,8,8,91130
7186,2023-01-03,8,650,8,58,88940
7187,2023-01-02,1,650,18,52,0
7188,2023-01-02,9,650,1236,18,83700
7189,2023-01-02,3,650,18,8,83506
7190,2023-01-01,8,650,8,8,86150
7191,2022-12-28,8,650,8,8,89305
7192,2022-12-19,8,650,8,8,92114
7193,2022-12-02,8,650,8,8,102028
7194,2022-11-25,8,650,8,8,175084
7195,2022-11-17,8,650,8,8,240501
7196,2021-08-31,9,650,548,1236,514826
7197,2021-08-30,8,650,8,8,481471
7198,2021-08-28,8,650,8,8,519152
7199,2021-08-28,7,650,8,8,0
7200,2021-08-28,8,650,8,8,405121
7201,2021-08-28,9,650,513,548,372741
7202,2021-08-23,8,650,8,8,384638
7203,2021-04-21,1,650,6,513,0
7204,2017-06-23,4,650,8,6,0
7205,2022-03-17,1,651,6,12,0
7206,2017-06-23,4,651,8,6,0
7207,2021-09-25,2,652,1237,8,58
7208,2021-09-24,3,652,1237,8,59
7209,2021-06-20,3,652,1238,8,<0.01
7210,2020-12-16,3,652,455,8,<0.01
7211,2017-06-23,4,652,8,6,0
7212,2022-03-17,1,653,6,12,0
7213,2021-02-05,2,653,28,8,14417
7214,2021-02-04,3,653,28,8,14956
7215,2020-01-05,2,653,23,8,95
7216,2020-01-01,3,653,23,8,92
7217,2017-06-26,3,653,9,8,13
7218,2017-06-23,4,653,8,6,0
7219,2022-03-17,1,654,6,12,0
